Initiator: FTM模式切换完成
================================================================
|                         FTM Phase start                      |
================================================================
"I (105334) Initiator: Scan done, 30 APs"
I (105334) Initiator:   ESP_FTM_RES rssi=-54 ftm_responder=YES
I (105334) Initiator:   SEU-GUEST rssi=-62 ftm_responder=NO
I (105334) Initiator:   eduroam rssi=-63 ftm_responder=NO
I (105334) Initiator:   SEU-WLAN rssi=-63 ftm_responder=NO
I (105344) Initiator:   eduroam rssi=-66 ftm_responder=NO
I (105344) Initiator:   SEU-WLAN rssi=-66 ftm_responder=NO
I (105354) Initiator:   SEU-GUEST rssi=-67 ftm_responder=NO
I (105354) Initiator:   SEU-GUEST rssi=-70 ftm_responder=NO
I (105364) Initiator:   eduroam rssi=-71 ftm_responder=NO
I (105374) Initiator:   SEU-WLAN rssi=-71 ftm_responder=NO
I (105374) Initiator:   eduroam rssi=-73 ftm_responder=NO
I (105384) Initiator:   SEU-WLAN rssi=-74 ftm_responder=NO
I (105384) Initiator:   SEU-GUEST rssi=-74 ftm_responder=NO
I (105394) Initiator:   eduroam rssi=-74 ftm_responder=NO
I (105394) Initiator:   SEU-WLAN rssi=-74 ftm_responder=NO
I (105404) Initiator:   SEU-GUEST rssi=-74 ftm_responder=NO
I (105404) Initiator:   SEU-GUEST rssi=-82 ftm_responder=NO
I (105414) Initiator:   SEU-WLAN rssi=-83 ftm_responder=NO
I (105414) Initiator:   eduroam rssi=-83 ftm_responder=NO
I (105424) Initiator:   eduroam rssi=-83 ftm_responder=NO
I (105424) Initiator:   eduroam rssi=-85 ftm_responder=NO
I (105434) Initiator:   eduroam rssi=-86 ftm_responder=NO
I (105434) Initiator:   SEU-WLAN rssi=-86 ftm_responder=NO
I (105444) Initiator:   SEU-GUEST rssi=-86 ftm_responder=NO
I (105444) Initiator:   SEU-GUEST rssi=-87 ftm_responder=NO
I (105454) Initiator:   SEU-GUEST rssi=-87 ftm_responder=NO
I (105454) Initiator:   SEU-GUEST rssi=-88 ftm_responder=NO
I (105464) Initiator:   TP-LINK_932026 rssi=-89 ftm_responder=NO
I (105474) Initiator:   uFi_27211C rssi=-91 ftm_responder=NO
I (105474) Initiator:   eduroam rssi=-92 ftm_responder=NO
I (105484) Initiator: Found FTM Responder: ESP_FTM_RES [00:1a:00:00:00:00] channel=11 rssi=-54
W (105494) wifi:Starting FTM session with 00:1a:00:00:00:00 in 24 mSec
"W (105494) wifi:Mode: non-ASAP, Bursts: 8, FTM's per burst: 8, Burst Period: 200mSec, Burst Duration: 32000uSec"
"W (106944) wifi:FTM session ends with 62 valid readings out of 62 readings received, Avg raw RTT: 117.187 nSec, Avg RSSI: -57"
"第 1 次FTM请求，目标设备: SSID: ESP_FTM_RES, MAC地址: 00:1a:00:00:00:00"
"I (106954) Initiator: Frame 0: rssi=-56 | rtt=114063, t1=126531009356250 t2=105034491896875 t3=105034580326562 t4=126531097900000"
"I (106964) Initiator: Frame 1: rssi=-56 | rtt=115625, t1=126531214756250 t2=105034697298437 t3=105034781726562 t4=126531299300000"
"I (106974) Initiator: Frame 2: rssi=-56 | rtt=114063, t1=126533283081250 t2=105036765628125 t3=105036850051562 t4=126533367618750"
"I (106984) Initiator: Frame 3: rssi=-56 | rtt=115625, t1=126535309756250 t2=105038792309375 t3=105038876726562 t4=126535394289062"
"I (107004) Initiator: Frame 4: rssi=-56 | rtt=114062, t1=126539333856250 t2=105042816420312 t3=105042900851562 t4=126539418401562"
"I (107014) Initiator: Frame 5: rssi=-56 | rtt=114062, t1=126539511131250 t2=105042993695312 t3=105043078126562 t4=126539595676562"
"I (107024) Initiator: Frame 6: rssi=-56 | rtt=115625, t1=126541926493750 t2=105045409065625 t3=105045493501562 t4=126542011045312"
"I (107034) Initiator: Frame 7: rssi=-56 | rtt=114063, t1=126543713456250 t2=105047196031250 t3=105047280451562 t4=126543797990625"
"I (107044) Initiator: Frame 8: rssi=-56 | rtt=112500, t1=126730903931250 t2=105234387023437 t3=105234475451562 t4=126730992471875"
"I (107054) Initiator: Frame 9: rssi=-56 | rtt=112500, t1=126732322081250 t2=105235805178125 t3=105235889601562 t4=126732406617187"
"I (107064) Initiator: Frame 10: rssi=-56 | rtt=112500, t1=126735995581250 t2=105239478689062 t3=105239563126562 t4=126736080131250"
"I (107074) Initiator: Frame 11: rssi=-59 | rtt=112500, t1=126736295206250 t2=105239778314062 t3=105239862726562 t4=126736379731250"
"I (107094) Initiator: Frame 12: rssi=-56 | rtt=112500, t1=126738362706250 t2=105241845820312 t3=105241930251562 t4=126738447250000"
"I (107104) Initiator: Frame 13: rssi=-56 | rtt=112500, t1=126740429806250 t2=105243912925000 t3=105243997351562 t4=126740514345312"
"I (107114) Initiator: Frame 14: rssi=-56 | rtt=112500, t1=126743895681250 t2=105247378809375 t3=105247463226562 t4=126743980210937"
"I (107124) Initiator: Frame 15: rssi=-56 | rtt=112500, t1=126744927918750 t2=105248411050000 t3=105248495476562 t4=126745012457812"
"I (107134) Initiator: Frame 16: rssi=-57 | rtt=115625, t1=126932845506250 t2=105436329159375 t3=105436417576562 t4=126932934039062"
"I (107144) Initiator: Frame 17: rssi=-57 | rtt=115625, t1=126934608493750 t2=105438092151562 t3=105438176576562 t4=126934693034375"
"I (107164) Initiator: Frame 18: rssi=-57 | rtt=117187, t1=126936675243750 t2=105440158907812 t3=105440243326562 t4=126936759779687"
"I (107174) Initiator: Frame 19: rssi=-60 | rtt=114062, t1=126939340118750 t2=105442823789062 t3=105442908201562 t4=126939424645312"
