Initiator: FTM模式切换完成
================================================================
|                         FTM Phase start                      |
================================================================
"I (107304) Initiator: Scan done, 30 APs"
I (107304) Initiator:   ESP_FTM_RES rssi=-33 ftm_responder=YES
I (107304) Initiator:   eduroam rssi=-51 ftm_responder=NO
I (107304) Initiator:   SEU-WLAN rssi=-51 ftm_responder=NO
I (107304) Initiator:   SEU-GUEST rssi=-52 ftm_responder=NO
I (107314) Initiator:   eduroam rssi=-56 ftm_responder=NO
I (107314) Initiator:   SEU-WLAN rssi=-56 ftm_responder=NO
I (107324) Initiator:   SEU-GUEST rssi=-56 ftm_responder=NO
I (107324) Initiator:   eduroam rssi=-59 ftm_responder=NO
I (107334) Initiator:   SEU-WLAN rssi=-59 ftm_responder=NO
I (107344) Initiator:   SEU-GUEST rssi=-59 ftm_responder=NO
I (107344) Initiator:   eduroam rssi=-63 ftm_responder=NO
I (107354) Initiator:   SEU-WLAN rssi=-63 ftm_responder=NO
I (107354) Initiator:   SEU-GUEST rssi=-63 ftm_responder=NO
I (107364) Initiator:   SEU-WLAN rssi=-74 ftm_responder=NO
I (107364) Initiator:   SEU-GUEST rssi=-74 ftm_responder=NO
I (107374) Initiator:   eduroam rssi=-74 ftm_responder=NO
I (107374) Initiator:   eduroam rssi=-78 ftm_responder=NO
I (107384) Initiator:   SEU-WLAN rssi=-78 ftm_responder=NO
I (107384) Initiator:   SEU-GUEST rssi=-78 ftm_responder=NO
I (107394) Initiator:   SEU-WLAN rssi=-79 ftm_responder=NO
I (107394) Initiator:   eduroam rssi=-80 ftm_responder=NO
I (107404) Initiator:   SEU-GUEST rssi=-81 ftm_responder=NO
I (107404) Initiator:   SEU-GUEST rssi=-85 ftm_responder=NO
I (107414) Initiator:    rssi=-86 ftm_responder=NO
I (107414) Initiator:   SEU-WLAN rssi=-86 ftm_responder=NO
I (107424) Initiator:   TP-LINK_77A7 rssi=-87 ftm_responder=NO
I (107424) Initiator:   SEU-GUEST rssi=-87 ftm_responder=NO
I (107434) Initiator:   SEU-WLAN rssi=-87 ftm_responder=NO
I (107434) Initiator:   eduroam rssi=-88 ftm_responder=NO
I (107444) Initiator:   eduroam rssi=-88 ftm_responder=NO
I (107444) Initiator: Found FTM Responder: ESP_FTM_RES [00:1a:00:00:00:00] channel=11 rssi=-33
W (107454) wifi:Starting FTM session with 00:1a:00:00:00:00 in 55 mSec
"W (107464) wifi:Mode: non-ASAP, Bursts: 8, FTM's per burst: 8, Burst Period: 200mSec, Burst Duration: 32000uSec"
"W (108944) wifi:FTM session ends with 62 valid readings out of 62 readings received, Avg raw RTT: 53.855 nSec, Avg RSSI: -37"
"第 1 次FTM请求，目标设备: SSID: ESP_FTM_RES, MAC地址: 00:1a:00:00:00:00"
"I (108954) Initiator: Frame 0: rssi=-38 | rtt=53125, t1=109034350543750 t2=107034986501562 t3=107035074926562 t4=109034439021875"
"I (108964) Initiator: Frame 1: rssi=-38 | rtt=54688, t1=109034551331250 t2=107035187290625 t3=107035271726562 t4=109034635821875"
"I (108974) Initiator: Frame 2: rssi=-38 | rtt=54688, t1=109035644118750 t2=107036280081250 t3=107036364501562 t4=109035728593750"
"I (108984) Initiator: Frame 3: rssi=-38 | rtt=54687, t1=109037979243750 t2=107038615214062 t3=107038699651562 t4=109038063735937"
"I (108994) Initiator: Frame 4: rssi=-38 | rtt=53125, t1=109041182568750 t2=107041818548437 t3=107041902976562 t4=109041267050000"
"I (109014) Initiator: Frame 5: rssi=-38 | rtt=54687, t1=109042056956250 t2=107042692939062 t3=107042777376562 t4=109042141448437"
"I (109024) Initiator: Frame 6: rssi=-37 | rtt=53125, t1=109044047456250 t2=107044683445312 t3=107044767876562 t4=109044131940625"
"I (109034) Initiator: Frame 7: rssi=-38 | rtt=53125, t1=109046447268750 t2=107047083265625 t3=107047167701562 t4=109046531757812"
"I (109044) Initiator: Frame 8: rssi=-37 | rtt=53125, t1=109234012718750 t2=107234649320312 t3=107234737751562 t4=109234101203125"
"I (109054) Initiator: Frame 9: rssi=-36 | rtt=51563, t1=109235680193750 t2=107236316800000 t3=107236401226562 t4=109235764671875"
"I (109064) Initiator: Frame 10: rssi=-37 | rtt=53125, t1=109238192068750 t2=107238828684375 t3=107238913101562 t4=109238276539062"
"I (109074) Initiator: Frame 11: rssi=-37 | rtt=53125, t1=109240467406250 t2=107241104029687 t3=107241188451562 t4=109240551881250"
"I (109084) Initiator: Frame 12: rssi=-37 | rtt=53125, t1=109241658881250 t2=107242295507812 t3=107242379926562 t4=109241743353125"
"I (109104) Initiator: Frame 13: rssi=-37 | rtt=53125, t1=109243784743750 t2=107244421376562 t3=107244505801562 t4=109243869221875"
"I (109114) Initiator: Frame 14: rssi=-37 | rtt=53125, t1=109245822893750 t2=107246459532812 t3=107246543951562 t4=109245907365625"
"I (109124) Initiator: Frame 15: rssi=-37 | rtt=53125, t1=109248376181250 t2=107249012829687 t3=107249097251562 t4=109248460656250"
"I (109134) Initiator: Frame 16: rssi=-37 | rtt=54688, t1=109437622106250 t2=107438259365625 t3=107438347801562 t4=109437710596875"
"I (109144) Initiator: Frame 17: rssi=-37 | rtt=54688, t1=109439689706250 t2=107440326971875 t3=107440411401562 t4=109439774190625"
"I (109154) Initiator: Frame 18: rssi=-36 | rtt=53125, t1=109441756368750 t2=107442393640625 t3=107442478076562 t4=109441840857812"
"I (109164) Initiator: Frame 19: rssi=-37 | rtt=53125, t1=109443823681250 t2=107444460959375 t3=107444545376562 t4=109443908151562"
"I (109184) Initiator: Frame 20: rssi=-37 | rtt=54687, t1=109445890656250 t2=107446527942187 t3=107446612376562 t4=109445975145312"
"I (109194) Initiator: Frame 21: rssi=-37 | rtt=53125, t1=109447957681250 t2=107448594973437 t3=107448679401562 t4=109448042162500"
"I (109204) Initiator: Frame 22: rssi=-37 | rtt=53125, t1=109450024356250 t2=107450661654687 t3=107450746076562 t4=109450108831250"
"I (109214) Initiator: Frame 23: rssi=-37 | rtt=53125, t1=109452429456250 t2=107453066762500 t3=107453151176562 t4=109452513923437"
"I (109224) Initiator: Frame 24: rssi=-38 | rtt=51563, t1=109635974968750 t2=107636612865625 t3=107636701301562 t4=109636063456250"
"I (109234) Initiator: Frame 25: rssi=-38 | rtt=53125, t1=109636869181250 t2=107637507081250 t3=107637591501562 t4=109636953654687"
"I (109244) Initiator: Frame 26: rssi=-38 | rtt=53125, t1=109639188981250 t2=107639826889062 t3=107639911326562 t4=109639273471875"
